"family","genus","species","lme","fao","level","FB_E_Code","source","type.length","taxo","b","a"
"Psychrolutidae","Cottunculus","microps",22,27,"species",139,"fb","TL","fam-Ocean",3.04333337148031,0.0192666665340463
"Clupeidae","Alosa","agone",22,27,"species",139,"fb","TL","spe-Ocean",2.94000005722046,0.0132999997586012
"Trachinidae","Echiichthys","vipera",24,27,"species",235,"fb","TL","spe-FAO",3.04999995231628,0.010499999858439
"Callionymidae","Callionymus","lyra",24,27,"species",235,"fb","TL","spe-LME",2.79550004005432,0.00460000010207295
"Scombridae","Scomber","scombrus",24,27,"species",235,"fb","TL","spe-LME",3.16250002384186,0.00435499998275191
"Triglidae","Chelidonichthys","lucerna",24,27,"species",235,"fb","TL","spe-LME",3.14299996693929,0.00629000024249156
"Clupeidae","Sardina","pilchardus",24,27,"species",235,"fb","TL","spe-LME",3.07699990272522,0.00594000006094575
"Soleidae","Solea","solea",24,27,"species",235,"fb","TL","spe-LME",3.11285713740758,0.00652857138110059
"Scyliorhinidae","Scyliorhinus","canicula",24,27,"species",235,"fb","TL","spe-LME",2.90400004386902,0.00335999997332692
"Mullidae","Mullus","surmuletus",24,27,"species",235,"fb","TL","spe-LME",3.24300003051758,0.00609666667878628
"Carangidae","Trachurus","trachurus",24,27,"species",235,"fb","TL","spe-LME",3.16349995136261,0.00529499992262572
"Ammodytidae","Hyperoplus","lanceolatus",24,27,"species",235,"fb","TL","gen-Ocean",3,0.00235768174752593
"Gadidae","Trisopterus","minutus",24,27,"species",235,"fb","TL","spe-LME",3.02600002288818,0.00920000020414591
"Gobiidae",NA,"",24,27,"family",235,"fb","TL","fam-LME",3,0.0110999997705221
"Gadidae","Trisopterus","minutus",23,27,"species",104,"fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"Gobiidae","Aphia","minuta",23,27,"species",104,"fb","TL","spe-FAO",3.52666666110357,0.00122424997728861
"Labridae","Centrolabrus","exoletus",22,27,"species",139,"fb","TL","spe-LME",3.23000001907349,0.00488499994389713
"Cottidae","Myoxocephalus","scorpius",24,27,"species",235,"fb","TL","spe-LME",3.12400007247925,0.0126000000163913
"Soleidae","Buglossidium","luteum",24,27,"species",235,"fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"Triakidae","Mustelus","",24,27,"genus",235,"fb","TL","gen-LME",3.1599999666214,0.00200000003678724
"Bothidae","Arnoglossus","laterna",24,27,"species",235,"fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"Lotidae","Ciliata","",24,27,"genus",235,"fb","TL","gen-LME",3,0.0063999998383224
"Engraulidae","Engraulis","encrasicolus",24,27,"species",235,"fb","TL","spe-LME",2.98099994659424,0.0065399999730289
"Triglidae","Eutrigla","gurnardus",24,27,"species",235,"fb","TL","spe-LME",3.13966663678487,0.00543333341677984
"Trachinidae","Trachinus","draco",24,27,"species",235,"fb","TL","spe-LME",3.14200007915497,0.00553500012028962
"Triglidae","Chelidonichthys","cuculus",24,27,"species",235,"fb","TL","spe-LME",3.27766664822896,0.00408333322654168
"Gadidae","Trisopterus","luscus",24,27,"species",235,"fb","TL","spe-LME",3.15739998817444,0.00795600013807416
"Ammodytidae","Ammodytes","tobianus",24,27,"species",235,"fb","TL","spe-FAO",2.55999994277954,0.00980000011622906
"Rajidae","Raja","microocellata",24,27,"species",235,"fb","TL","spe-LME",3.11700010299683,0.00493999989703298
"Sparidae","Spondyliosoma","cantharus",24,27,"species",235,"fb","TL","spe-LME",3.11266668637594,0.0112633335714539
"Liparidae","Liparis","",24,27,"genus",235,"fb","TL","gen-Ocean",3,0.0237037036567926
"Rajidae","Raja","montagui",24,27,"species",235,"fb","TL","spe-LME",3.27050006389618,0.00235500000417233
"Soleidae","Microchirus","variegatus",24,27,"species",235,"fb","TL","spe-LME",3.0789999961853,0.00889999978244305
"Rajidae","Raja","",24,27,"genus",235,"fb","TL","gen-LME",3.19181821563027,0.00331090909259563
"Syngnathidae","Syngnathus","",24,27,"genus",235,"fb","TL","gen-LME",3.52699995040894,5.99999984842725e-05
"Scophthalmidae","Scophthalmus","maximus",24,27,"species",235,"fb","TL","spe-LME",3.06462502479553,0.015250000054948
"Labridae","Ctenolabrus","rupestris",24,27,"species",235,"fb","TL","spe-LME",3,0.0122999995946884
"Lotidae","Gaidropsarus","argentatus",22,27,"species",139,"fb","TL","gen-LME",2.95900011062622,0.0108000002801418
"Sparidae","Sarpa","salpa",22,27,"species",139,"fb","TL","spe-FAO",2.99750000238419,0.0173649997450411
"Trachinidae","Trachinus","draco",23,27,"species",104,"fb","TL","spe-FAO",3.13914288793291,0.00651000001900164
"Stichaeidae","Lumpenus","lampretaeformis",23,27,"species",104,"fb","TL","spe-Ocean",2.08999991416931,0.0164000000804663
"Cottidae","Triglops","",22,27,"genus",139,"fb","TL","gen-Ocean",3,0.00880332756787539
"Gadidae","Pollachius","virens",23,27,"species",104,"fb","TL","spe-Ocean",2.96300005912781,0.010329999960959
"Clupeidae","Alosa","agone",23,27,"species",104,"fb","TL","spe-Ocean",2.94000005722046,0.0132999997586012
"Clupeidae",NA,"",22,27,"family",139,"fb","TL","fam-LME",3.06879241900011,0.00722383335938282
"Gobiidae","Buenia","jeffreysii",22,27,"species",139,"fb","TL","fam-LME",3,0.0110999997705221
"Cottidae","Myoxocephalus","scorpius",23,27,"species",104,"fb","TL","spe-FAO",3.12400007247925,0.0126000000163913
"Gobiidae","Pomatoschistus","",23,27,"genus",104,"fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"Centriscidae","Macroramphosus","scolopax",22,27,"species",139,"fb","TL","spe-FAO",3.19350004196167,0.0036000000545755
"Bramidae","Pterycombus","brama",22,27,"species",139,"fb","TL","fam-LME",3.60899996757507,0.00109999999403954
"Soleidae","Buglossidium","luteum",23,27,"species",104,"fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"Salmonidae","Salmo","salar",23,27,"species",104,"fb","TL","spe-Ocean",2.99163007736206,0.010717443190515
"Salmonidae","Salmo","trutta trutta",23,27,"species",104,"fb","TL","gen-LME",3.27779006958008,0.00359999993816018
"Lophiidae","Lophius","piscatorius",24,27,"species",235,"fb","TL","spe-LME",2.85174995660782,0.0264725000597537
"Zeidae","Zeus","faber",24,27,"species",235,"fb","TL","spe-LME",3.07150000333786,0.0173649999778718
"Gadidae","Pollachius","pollachius",24,27,"species",235,"fb","TL","spe-LME",3.07950001955032,0.00698000006377697
"Congridae","Conger","conger",24,27,"species",235,"fb","TL","spe-LME",3.32300003369649,0.00098133331630379
"Syngnathidae",NA,"",23,27,"family",104,"fb","TL","fam-LME",2.82850003242493,0.000269299998763017
"Triglidae","Chelidonichthys","lastoviza",24,27,"species",235,"fb","TL","gen-LME",3.21033330758413,0.00518666673451662
"Gobiidae","Gobius","",24,27,"genus",235,"fb","TL","gen-LME",3,0.0110999997705221
"Mugilidae","Chelon","labrosus",23,27,"species",104,"fb","TL","spe-FAO",3.07299995422363,0.00902333358923594
"Cottidae","Icelus","bicornis",22,27,"species",139,"fb","TL","gen-Ocean",3.0489000082016,0.0177499992423691
"Ammodytidae","Ammodytes","",24,27,"genus",235,"fb","TL","gen-FAO",2.55999994277954,0.00980000011622906
"Petromyzontidae","Petromyzon","marinus",24,27,"species",235,"fb","TL","spe-Ocean",3,0.00208000000566244
"Callionymidae","Callionymus","",24,27,"genus",235,"fb","TL","gen-LME",2.72300004959106,0.00846666687478622
"Gobiidae","Pomatoschistus","norvegicus",22,27,"species",139,"fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"Stichaeidae","Chirolophis","ascanii",22,27,"species",139,"fb","TL","fam-Ocean",2.59604999423027,0.0634550015674904
"Macrouridae","Coelorinchus","caelorhincus",22,27,"species",139,"fb","TL","spe-FAO",3.06449997425079,0.0648449987638742
"Gobiidae","Pomatoschistus","",24,27,"genus",235,"fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"Lotidae","Enchelyopus","cimbrius",24,27,"species",235,"fb","TL","spe-LME",3.10599994659424,0.00350000010803342
"Rajidae","Raja","brachyura",24,27,"species",235,"fb","TL","spe-LME",3.18250000476837,0.00351499998942018
"Anguillidae","Anguilla","anguilla",24,27,"species",235,"fb","TL","spe-LME",3.20050001144409,0.00098283332772553
"Lamnidae","Lamna","nasus",22,27,"species",139,"fb","TL","spe-LME",2.59450006484985,0.0804999992251396
"Labridae","Labrus","mixtus",22,27,"species",139,"fb","TL","spe-LME",3.31800007820129,0.00480000022798777
"Atherinidae","Atherina","presbyter",24,27,"species",235,"fb","TL","spe-LME",3,0.00689999992027879
"Blenniidae","Blennius","ocellaris",24,27,"species",235,"fb","TL","spe-FAO",2.93650007247925,0.0153999999165535
"Gobiesocidae","Lepadogaster","lepadogaster",22,27,"species",139,"fb","TL","spe-Ocean",3,0.0230653770267963
"Syngnathidae","Nerophis","lumbriciformis",22,27,"species",139,"fb","TL","spe-LME",3,0.000419999996665865
"Scombridae","Sarda","sarda",22,27,"species",139,"fb","TL","spe-LME",3.1800000667572,0.00510000018402934
"Polyprionidae","Polyprion","americanus",22,27,"species",139,"fb","TL","spe-LME",2.68799996376038,0.00667000003159046
"Rajidae","Rajella","fyllae",22,27,"species",139,"fb","TL","gen-Ocean",3,0.0048686983063817
"Atherinidae","Atherina","",22,27,"genus",139,"fb","TL","gen-LME",3,0.00689999992027879
"Rajidae","Dipturus","lintea",22,27,"species",139,"fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"Acipenseridae","Acipenser","sturio",22,27,"species",139,"fb","TL","spe-LME",2.85399997234344,0.0124899996444583
"Gadidae","Trisopterus","esmarkii",23,27,"species",104,"fb","TL","spe-FAO",3,0.00680000009015203
"Osmeridae","Osmerus","eperlanus",23,27,"species",104,"fb","TL","gen-LME",1.7389999628067,0.360100001096725
"Salmonidae","Coregonus","lavaretus",23,27,"species",104,"fb","TL","spe-LME",3.11759996414185,0.00786000024527311
"Gasterosteidae","Gasterosteus","aculeatus aculeatus",23,27,"species",104,"fb","TL","gen-FAO",3.04900002479553,0.010499999858439
"Agonidae","Agonus","cataphractus",23,27,"species",104,"fb","TL","spe-Ocean",2.7404500246048,0.0150000001303852
"Zoarcidae",NA,"",23,27,"family",104,"fb","TL","fam-LME",3.26559998772361,0.0063377271104731
"Scophthalmidae","Lepidorhombus","whiffiagonis",23,27,"species",104,"fb","TL","spe-FAO",3.12202495336533,0.00476249994244426
"Labridae",NA,"",23,27,"family",104,"fb","TL","fam-FAO",3.0661111275355,0.0123211109959003
"Gasterosteidae","Spinachia","spinachia",23,27,"species",104,"fb","TL","spe-FAO",3,0.00209999992512167
"Gobiidae",NA,"",23,27,"family",104,"fb","TL","fam-LME",2.74985003471375,0.0565499998629093
"Pholidae","Pholis","gunnellus",23,27,"species",104,"fb","TL","spe-FAO",3.01799988746643,0.00430000014603138
"Labridae",NA,"",22,27,"family",139,"fb","TL","fam-LME",3.12630002498627,0.0086329999845475
"Ammodytidae","Ammodytes","tobianus",23,27,"species",104,"fb","TL","spe-FAO",2.55999994277954,0.00980000011622906
"Clupeidae","Alosa","",23,27,"genus",104,"fb","TL","gen-LME",3.27840003967285,0.00327600003220141
"Ammodytidae",NA,"",23,27,"family",104,"fb","TL","fam-FAO",2.55999994277954,0.00980000011622906
"Zoarcidae","Zoarces","viviparus",23,27,"species",104,"fb","TL","fam-LME",3.26559998772361,0.0063377271104731
"Bothidae",NA,"",23,27,"family",104,"fb","TL","fam-FAO",3.14766667286555,0.00801749996996174
"Ammodytidae","Ammodytes","marinus",23,27,"species",104,"fb","TL","spe-Ocean",3.43950009346008,0.00100000004749745
"Scophthalmidae","Zeugopterus","punctatus",23,27,"species",104,"fb","TL","spe-FAO",3.14599990844727,0.0138999996706843
"Liparidae","Liparis","",23,27,"genus",104,"fb","TL","gen-Ocean",3,0.0237037036567926
"Mullidae","Mullus","surmuletus",23,27,"species",104,"fb","TL","spe-FAO",3.15103001179902,0.00882673911426378
"Ammodytidae","Ammodytes","",23,27,"genus",104,"fb","TL","gen-FAO",2.55999994277954,0.00980000011622906
"Cottidae","Myoxocephalus","quadricornis",23,27,"species",104,"fb","TL","spe-LME",2.95219993591309,0.0229000002145767
"Argentinidae","Argentina","",23,27,"genus",104,"fb","TL","gen-FAO",3.18159999847412,0.00375999992247671
"Percidae","Sander","lucioperca",23,27,"species",104,"fb","TL","spe-LME",3.1853000164032,0.00602999995462596
"Callionymidae","Callionymus","lyra",23,27,"species",104,"fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"Esocidae","Esox","lucius",23,27,"species",104,"fb","TL","spe-LME",2.97943329811096,0.00776666682213545
"Salmonidae","Coregonus","albula",23,27,"species",104,"fb","TL","spe-LME",3.33333341280619,0.00419999992785354
"Anarhichadidae","Anarhichas","lupus",23,27,"species",104,"fb","TL","spe-FAO",3.15966669718424,0.00510000018402934
"Lotidae","Ciliata","",23,27,"genus",104,"fb","TL","gen-FAO",3,0.0063999998383224
"Gasterosteidae","Pungitius","pungitius",22,27,"species",139,"fb","TL","gen-LME",2.7739999294281,0.0125000001862645
"Percidae","Perca","fluviatilis",23,27,"species",104,"fb","TL","spe-LME",2.79900002479553,0.0346000008285046
"Mullidae","Mullus","barbatus barbatus",23,27,"species",104,"fb","TL","spe-FAO",3.01774996519089,0.00870750010653865
"Petromyzontidae","Lampetra","fluviatilis",23,27,"species",104,"fb","TL","spe-LME",3.07050001621246,0.00151299999561161
"Gasterosteidae","Pungitius","pungitius",23,27,"species",104,"fb","TL","gen-Ocean",2.7739999294281,0.0125000001862645
"Ammodytidae","Hyperoplus","",23,27,"genus",104,"fb","TL","gen-Ocean",3,0.00235768174752593
"Syngnathidae","Nerophis","",23,27,"genus",104,"fb","TL","gen-LME",2.71600008010864,0.00019399999291636
"Sternoptychidae","Argyropelecus","olfersii",22,27,"species",139,"fb","TL","spe-Ocean",3,0.0187928676605225
"Stichaeidae","Leptoclinus","maculatus",23,27,"species",104,"fb","TL","fam-LME",2.76473335425059,0.0791400020631651
"Triglidae","Chelidonichthys","lucerna",23,27,"species",104,"fb","TL","spe-FAO",2.99025002121925,0.0104337499360554
"Zoarcidae","Lycodes","vahlii",23,27,"species",104,"fb","TL","gen-LME",3.40974998474121,0.00176666667781925
"Belonidae","Belone","belone",23,27,"species",104,"fb","TL","spe-FAO",3.09733327229818,0.00098333335093533
"Triglidae","Chelidonichthys","cuculus",23,27,"species",104,"fb","TL","spe-FAO",3.10980000495911,0.00847000014036894
"Gasterosteidae",NA,"",23,27,"family",104,"fb","TL","fam-FAO",3.02450001239777,0.00629999989178032
"Blenniidae","Lipophrys","pholis",23,27,"species",104,"fb","TL","spe-FAO",3,0.00930000003427267
"Pleuronectidae","Glyptocephalus","cynoglossus",23,27,"species",104,"fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"Atherinidae","Atherina","presbyter",23,27,"species",104,"fb","TL","spe-FAO",3.02499997615814,0.00664999987930059
"Cottidae",NA,"",23,27,"family",104,"fb","TL","fam-LME",2.93779997825623,0.0298266666708514
"Gobiidae","Neogobius","",23,27,"genus",104,"fb","TL","gen-LME",2.74985003471375,0.0565499998629093
"Percidae","Gymnocephalus","cernua",23,27,"species",104,"fb","TL","spe-LME",2.97015567259355,0.0127943182702769
"Labridae","Acantholabrus","palloni",23,27,"species",104,"fb","TL","spe-Ocean",3.07399988174438,0.0108000002801418
"Ammodytidae","Hyperoplus","immaculatus",23,27,"species",104,"fb","TL","spe-Ocean",3,0.00235768174752593
"Cottidae","Taurulus","bubalis",23,27,"species",104,"fb","TL","spe-FAO",3,0.0153999999165535
"Cyprinidae","Rutilus","rutilus",23,27,"species",104,"fb","TL","spe-LME",2.77509999275208,0.0370000004768372
"Lotidae","Gaidropsarus","vulgaris",23,27,"species",104,"fb","TL","spe-FAO",3.18050003051758,0.00650500017218292
"Cottidae","Triglops","",23,27,"genus",104,"fb","TL","gen-Ocean",3,0.00880332756787539
"Lotidae","Molva","molva",23,27,"species",104,"fb","TL","spe-FAO",3.43600010871887,0.00100000004749745
"Gadidae","Pollachius","pollachius",23,27,"species",104,"fb","TL","spe-FAO",3.10833334922791,0.00595333334058523
"Gobiidae","Gobiusculus","flavescens",23,27,"species",104,"fb","TL","fam-LME",2.74985003471375,0.0565499998629093
"Labridae","Labrus","bergylta",23,27,"species",104,"fb","TL","spe-FAO",3,0.0144999995827675
"Sternoptychidae","Argyropelecus","olfersii",23,27,"species",104,"fb","TL","spe-Ocean",3,0.0187928676605225
"Carangidae","Caranx","rhonchus",23,27,"species",104,"fb","TL","spe-FAO",2.42549991607666,0.0774999987334013
"Soleidae","Pegusa","lascaris",23,27,"species",104,"fb","TL","spe-Ocean",3.14666668574015,0.00733333344881733
"Cyprinidae","Abramis","brama",22,27,"species",139,"fb","TL","spe-LME",3.17499995231628,0.0063999998383224
"Callionymidae",NA,"",23,27,"family",104,"fb","TL","fam-FAO",2.57766668001811,0.0322553334136804
"Gobiidae","Neogobius","",22,27,"genus",139,"fb","TL","gen-Ocean",3.02709444363912,0.0194111110952993
"Zoarcidae","Lycodes","gracilis",23,27,"species",104,"fb","TL","gen-LME",3.40974998474121,0.00176666667781925
"Merlucciidae","Merluccius","merluccius",24,27,"species",235,"fb","TL","spe-LME",3.03133336702983,0.00627866651241978
"Sparidae","Sparus","aurata",24,27,"species",235,"fb","TL","spe-LME",3.03729999065399,0.0647000013850629
"Sparidae","Boops","boops",24,27,"species",235,"fb","TL","spe-FAO",2.98249999682109,0.00985500006936491
"Mugilidae","Chelon","",24,27,"genus",235,"fb","TL","gen-FAO",3.07299995422363,0.00902333358923594
"Carangidae","Trachurus","mediterraneus",24,27,"species",235,"fb","TL","spe-FAO",2.68350005149841,0.0213999995030463
"Labridae","Labrus","mixtus",24,27,"species",235,"fb","TL","spe-LME",3.31800007820129,0.00480000022798777
"Gadidae","Micromesistius","poutassou",24,27,"species",235,"fb","TL","spe-LME",3.08200001716614,0.00374999991618097
"Lophiidae","Lophius","budegassa",24,27,"species",235,"fb","TL","spe-FAO",2.91574996709824,0.0365024999482557
"Caproidae","Capros","aper",24,27,"species",235,"fb","TL","spe-FAO",2.81924992799759,0.0299174997489899
"Cepolidae","Cepola","macrophthalma",24,27,"species",235,"fb","TL","spe-FAO",2.08899998664856,0.0198500002734363
"Argentinidae","Argentina","",24,27,"genus",235,"fb","TL","gen-LME",3.05299997329712,0.00529999984428287
"Scophthalmidae","Lepidorhombus","whiffiagonis",24,27,"species",235,"fb","TL","spe-LME",3.27250003814697,0.00286000000778586
"Scophthalmidae","Lepidorhombus","boscii",24,27,"species",235,"fb","TL","spe-FAO",3.00278005599976,0.0161400001496077
"Gadidae","Gadiculus","argenteus",24,27,"species",235,"fb","TL","spe-FAO",3.32133332888285,0.00417666664967934
"Lotidae","Gaidropsarus","vulgaris",24,27,"species",235,"fb","TL","spe-LME",2.95900011062622,0.0108000002801418
"Macrouridae","Malacocephalus","laevis",24,27,"species",235,"fb","TL","spe-FAO",2.97150003910065,0.341374990704935
"Phycidae","Phycis","blennoides",24,27,"species",235,"fb","TL","spe-LME",3.38899993896484,0.00219999998807907
"Gobiidae","Aphia","minuta",24,27,"species",235,"fb","TL","spe-FAO",3.52666666110357,0.00122424997728861
"Scombridae","Sarda","sarda",24,27,"species",235,"fb","TL","spe-LME",3.1800000667572,0.00510000018402934
"Sparidae","Pagrus","pagrus",24,27,"species",235,"fb","TL","spe-FAO",2.93133330345154,0.0211333331341545
"Ammodytidae","Hyperoplus","immaculatus",24,27,"species",235,"fb","TL","spe-Ocean",3,0.00235768174752593
"Soleidae","Dicologlossa","cuneata",24,27,"species",235,"fb","TL","spe-LME",3.00099992752075,0.00659999996423721
"Triglidae","Chelidonichthys","obscurus",24,27,"species",235,"fb","TL","spe-FAO",3.23266669114431,0.00509499995193134
"Rajidae","Leucoraja","naevus",24,27,"species",235,"fb","TL","spe-LME",3.35950005054474,0.00162500003352761
"Carapidae","Echiodon","drummondii",24,27,"species",235,"fb","TL","spe-Ocean",3,0.000592592579778284
"Bothidae","Arnoglossus","imperialis",24,27,"species",235,"fb","TL","spe-FAO",3.16799998283386,0.00523749989224598
"Torpedinidae","Torpedo","marmorata",24,27,"species",235,"fb","TL","spe-FAO",2.8840000629425,0.031700000166893
"Sciaenidae","Argyrosomus","regius",24,27,"species",235,"fb","TL","spe-LME",2.91600000858307,0.0151799996383488
"Sparidae","Lithognathus","mormyrus",24,27,"species",235,"fb","TL","spe-LME",2.97000002861023,0.0153999999165535
"Squalidae","Squalus","acanthias",24,27,"species",235,"fb","TL","spe-LME",3.37100005149841,0.000769999984186143
"Soleidae","Bathysolea","profundicola",24,27,"species",235,"fb","TL","fam-LME",3.09666665395101,0.0067999999349316
"Pentanchidae","Galeus","melastomus",24,27,"species",235,"fb","TL","spe-FAO",3.09900002479553,0.00199199996422976
"Moridae","Lepidion","eques",24,27,"species",235,"fb","TL","spe-FAO",3.54100000858307,0.000949999986914918
"Myctophidae","Notoscopelus","kroyeri",24,27,"species",235,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Carangidae","Trachurus","picturatus",24,27,"species",235,"fb","TL","spe-FAO",3.07375001907349,0.00647749996278435
"Clupeidae","Alosa","",24,27,"genus",235,"fb","TL","gen-LME",2.98405881489024,0.0101558824535459
"Syngnathidae","Hippocampus","hippocampus",24,27,"species",235,"fb","TL","spe-FAO",2.73000001907349,0.0063999998383224
"Rajidae","Leucoraja","circularis",24,27,"species",235,"fb","TL","gen-LME",3.35950005054474,0.00162500003352761
"Sparidae","Pagellus","erythrinus",24,27,"species",235,"fb","TL","spe-FAO",2.94583336512248,0.0152500001713634
"Sebastidae","Helicolenus","dactylopterus",24,27,"species",235,"fb","TL","spe-LME",3.09100008010864,0.0104000000283122
"Scorpaenidae","Scorpaena","loppei",24,27,"species",235,"fb","TL","spe-FAO",3.31900000572205,0.0094500002451241
"Berycidae","Beryx","splendens",24,27,"species",235,"fb","TL","gen-Ocean",3,0.0139394626021385
"Chimaeridae","Chimaera","monstrosa",24,27,"species",235,"fb","TL","spe-FAO",3.27049994468689,0.00387000006594462
"Gobiidae","Lesueurigobius","friesii",24,27,"species",235,"fb","TL","spe-FAO",3.51500010490417,0.00257000001147389
"Lotidae","Molva","molva",24,27,"species",235,"fb","TL","spe-LME",3.19333330790202,0.00297666663148751
"Soleidae","Pegusa","lascaris",24,27,"species",235,"fb","TL","spe-Ocean",3.14666668574015,0.00733333344881733
"Balistidae","Balistes","capriscus",24,27,"species",235,"fb","TL","spe-LME",3.08899998664856,0.0124000003561378
"Rajidae","Leucoraja","fullonica",24,27,"species",235,"fb","TL","gen-LME",3.35950005054474,0.00162500003352761
"Rajidae","Raja","undulata",24,27,"species",235,"fb","TL","spe-LME",3.12400007247925,0.00414999993517995
"Scophthalmidae","Phrynorhombus","norvegicus",24,27,"species",235,"fb","TL","spe-LME",2.90499997138977,0.016100000590086
"Mugilidae","Chelon","labrosus",24,27,"species",235,"fb","TL","spe-FAO",3.07299995422363,0.00902333358923594
"Dasyatidae","Dasyatis","pastinaca",24,27,"species",235,"fb","TL","spe-Ocean",2.73213996887207,0.0320799998939037
"Labridae","Symphodus","bailloni",24,27,"species",235,"fb","TL","spe-FAO",3.11349999904633,0.0127499997615814
"Gadidae","Melanogrammus","aeglefinus",24,27,"species",235,"fb","TL","spe-LME",3.11500000953674,0.00618000002577901
"Triakidae","Galeorhinus","galeus",24,27,"species",235,"fb","TL","spe-Ocean",2.94916661580404,0.0101666666062859
"Lotidae","Molva","macrophthalma",24,27,"species",235,"fb","TL","gen-LME",3.18224996328354,0.00270999997155741
"Rajidae","Dipturus","",24,27,"genus",235,"fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"Pleuronectidae","Hippoglossoides","platessoides",24,27,"species",235,"fb","TL","spe-LME",3.2039999961853,0.00439999997615814
"Gadidae","Trisopterus","esmarkii",24,27,"species",235,"fb","TL","spe-LME",3,0.00659999996423721
"Pleuronectidae","Glyptocephalus","cynoglossus",24,27,"species",235,"fb","TL","spe-LME",3.44300007820129,0.00138000003062189
"Torpedinidae","Tetronarce","nobiliana",24,27,"species",235,"fb","TL","fam-FAO",2.87199997901917,0.0307174995541573
"Scophthalmidae","Scophthalmus","rhombus",24,27,"species",235,"fb","TL","spe-LME",3.02262505888939,0.0162875000969507
"Bothidae","Arnoglossus","thori",24,27,"species",235,"fb","TL","spe-FAO",3.085666735967,0.0126000000163913
"Sparidae","Pagellus","acarne",24,27,"species",235,"fb","TL","spe-LME",3.13100004196167,0.00855999998748302
"Sciaenidae","Umbrina","canariensis",24,27,"species",235,"fb","TL","spe-FAO",3.21000003814697,0.0082999998703599
"Argentinidae","Argentina","",25,27,"genus",230,"fb","TL","gen-LME",3.21733331680298,0.00319999995796631
"Merlucciidae","Merluccius","merluccius",25,27,"species",230,"fb","TL","spe-LME",3.07866664727529,0.00551777788334423
"Callionymidae","Callionymus","",25,27,"genus",230,"fb","TL","gen-LME",2.53500000635783,0.0381283333990723
"Scyliorhinidae","Scyliorhinus","canicula",25,27,"species",230,"fb","TL","spe-LME",3.26016672452291,0.00136166666440355
"Lophiidae","Lophius","piscatorius",25,27,"species",230,"fb","TL","spe-LME",3.28399991989136,0.00630000000819564
"Scombridae","Scomber","scombrus",25,27,"species",230,"fb","TL","spe-LME",3.16774994134903,0.00549999999930151
"Scophthalmidae","Lepidorhombus","whiffiagonis",25,27,"species",230,"fb","TL","spe-LME",3.08803327878316,0.0052599999277542
"Gadidae","Micromesistius","poutassou",25,27,"species",230,"fb","TL","spe-LME",3.35779995918274,0.00245799999684095
"Soleidae","Bathysolea","profundicola",25,27,"species",230,"fb","TL","fam-LME",3.10083334445953,0.00951167337285976
"Congridae","Conger","conger",25,27,"species",230,"fb","TL","spe-LME",3.20500000317891,0.00051166668223838
"Gadidae","Gadiculus","argenteus",25,27,"species",230,"fb","TL","spe-LME",3.32133332888285,0.00417666664967934
"Pentanchidae","Galeus","melastomus",25,27,"species",230,"fb","TL","spe-LME",3.09900002479553,0.00199199996422976
"Scophthalmidae","Lepidorhombus","boscii",25,27,"species",230,"fb","TL","spe-LME",3.00278005599976,0.0161400001496077
"Macrouridae","Malacocephalus","laevis",25,27,"species",230,"fb","TL","spe-LME",2.97150003910065,0.341374990704935
"Soleidae","Microchirus","variegatus",25,27,"species",230,"fb","TL","spe-LME",3.12799996137619,0.00996749993646517
"Phycidae","Phycis","blennoides",25,27,"species",230,"fb","TL","spe-LME",3.19366665681203,0.00559499987866729
"Carangidae","Trachurus","trachurus",25,27,"species",230,"fb","TL","spe-LME",2.83316667874654,0.0143366665579379
"Gadidae","Trisopterus","luscus",25,27,"species",230,"fb","TL","spe-LME",3.24375003576279,0.0076075000106357
"Triglidae","Trigla","lyra",25,27,"species",230,"fb","TL","spe-LME",3.06400001049042,0.0110200000926852
"Sebastidae","Helicolenus","dactylopterus",25,27,"species",230,"fb","TL","spe-LME",3.13075000047684,0.0110975001007318
"Caproidae","Capros","aper",25,27,"species",230,"fb","TL","spe-LME",2.81924992799759,0.0299174997489899
"Lophiidae","Lophius","budegassa",25,27,"species",230,"fb","TL","spe-LME",2.91574996709824,0.0365024999482557
"Lotidae","Molva","molva",25,27,"species",230,"fb","TL","spe-FAO",3.43600010871887,0.00100000004749745
"Triglidae","Chelidonichthys","cuculus",25,27,"species",230,"fb","TL","spe-LME",2.9796667098999,0.0115333336095015
"Clupeidae","Sardina","pilchardus",25,27,"species",230,"fb","TL","spe-LME",3.11678338050842,0.00750166682216028
"Triglidae","Eutrigla","gurnardus",25,27,"species",230,"fb","TL","spe-LME",3.49000000953674,0.00289999996311963
"Bothidae","Arnoglossus","laterna",25,27,"species",230,"fb","TL","spe-LME",3.22574996948242,0.00526499998522922
