family,genus,species,lme,fao,level,FB_E_Code,source,type.length,taxo,b,a
Triglidae,Trigloporus,,22,27,genus,139,fb,TL,gen-LME,3.001000047,0.00886
Cottidae,Triglops,,22,27,genus,139,fb,TL,gen-Ocean,3,0.008803328
Gadidae,Pollachius,virens,23,27,species,104,fb,TL,spe-Ocean,2.963000059,0.01033
Clupeidae,Alosa,agone,23,27,species,104,fb,TL,spe-Ocean,2.940000057,0.0133
Clupeidae,NA,,22,27,family,139,fb,TL,fam-LME,3.068792419,0.007223833
Gobiidae,Buenia,jeffreysii,22,27,species,139,fb,TL,fam-LME,3,0.0111
Cottidae,Myoxocephalus,scorpius,23,27,species,104,fb,TL,spe-FAO,3.124000072,0.0126
Gobiidae,Pomatoschistus,,23,27,genus,104,fb,TL,gen-FAO,3.156666756,0.007553333
Centriscidae,Macroramphosus,scolopax,22,27,species,139,fb,TL,spe-FAO,3.193500042,0.0036
Bramidae,Pterycombus,brama,22,27,species,139,fb,TL,fam-LME,3.608999968,0.0011
Soleidae,Buglossidium,luteum,23,27,species,104,fb,TL,spe-FAO,3.370000005,0.00499
Salmonidae,Salmo,salar,23,27,species,104,fb,TL,spe-Ocean,2.991630077,0.010717443
Salmonidae,Salmo,trutta trutta,23,27,species,104,fb,TL,gen-LME,3.27779007,0.0036
Lophiidae,Lophius,piscatorius,24,27,species,235,fb,TL,spe-LME,2.851749957,0.0264725
Zeidae,Zeus,faber,24,27,species,235,fb,TL,spe-LME,3.071500003,0.017365
Gadidae,Pollachius,pollachius,24,27,species,235,fb,TL,spe-LME,3.07950002,0.00698
Congridae,Conger,conger,24,27,species,235,fb,TL,spe-LME,3.323000034,0.000981333
Syngnathidae,NA,,23,27,family,104,fb,TL,fam-LME,2.828500032,0.0002693
Triglidae,Chelidonichthys,lastoviza,24,27,species,235,fb,TL,gen-LME,3.210333308,0.005186667
Gobiidae,Gobius,,24,27,genus,235,fb,TL,gen-LME,3,0.0111
Mugilidae,Chelon,labrosus,23,27,species,104,fb,TL,spe-FAO,3.072999954,0.009023334
Cottidae,Icelus,bicornis,22,27,species,139,fb,TL,gen-Ocean,3.048900008,0.017749999
Ammodytidae,Ammodytes,,24,27,genus,235,fb,TL,gen-FAO,2.559999943,0.0098
Petromyzontidae,Petromyzon,marinus,24,27,species,235,fb,TL,spe-Ocean,3,0.00208
Callionymidae,Callionymus,,24,27,genus,235,fb,TL,gen-LME,2.72300005,0.008466667
Gobiidae,Pomatoschistus,norvegicus,22,27,species,139,fb,TL,gen-FAO,3.156666756,0.007553333
Stichaeidae,Chirolophis,ascanii,22,27,species,139,fb,TL,fam-Ocean,2.596049994,0.063455002
Macrouridae,Coelorinchus,caelorhincus,22,27,species,139,fb,TL,spe-FAO,3.064499974,0.064844999
Blenniidae,Blennius,ocellaris,22,27,species,139,fb,TL,spe-FAO,2.936500072,0.0154
Gobiidae,Pomatoschistus,,24,27,genus,235,fb,TL,gen-FAO,3.156666756,0.007553333
Lotidae,Enchelyopus,cimbrius,24,27,species,235,fb,TL,spe-LME,3.105999947,0.0035
Rajidae,Raja,brachyura,24,27,species,235,fb,TL,spe-LME,3.182500005,0.003515
Anguillidae,Anguilla,anguilla,24,27,species,235,fb,TL,spe-LME,3.200500011,0.000982833
Lamnidae,Lamna,nasus,22,27,species,139,fb,TL,spe-LME,2.594500065,0.080499999
Labridae,Labrus,mixtus,22,27,species,139,fb,TL,spe-LME,3.318000078,0.0048
Atherinidae,Atherina,presbyter,24,27,species,235,fb,TL,spe-LME,3,0.0069
Blenniidae,Blennius,ocellaris,24,27,species,235,fb,TL,spe-FAO,2.936500072,0.0154
Gobiesocidae,Lepadogaster,lepadogaster,22,27,species,139,fb,TL,spe-Ocean,3,0.023065377
Syngnathidae,Nerophis,lumbriciformis,22,27,species,139,fb,TL,spe-LME,3,0.00042
Scombridae,Sarda,sarda,22,27,species,139,fb,TL,spe-LME,3.180000067,0.0051
Scombridae,Scomber,japonicus,22,27,species,139,fb,TL,spe-Ocean,3.21371431,0.007787143
Polyprionidae,Polyprion,americanus,22,27,species,139,fb,TL,spe-LME,2.687999964,0.00667
Cetorhinidae,Cetorhinus,maximus,22,27,species,139,NA,NA,NA,3.12,0.00389
Macrouridae,Malacocephalus,laevis,22,27,species,139,fb,TL,spe-FAO,2.971500039,0.341374991
Rajidae,Rajella,fyllae,22,27,species,139,fb,TL,gen-Ocean,3,0.004868698
Atherinidae,Atherina,,22,27,genus,139,fb,TL,gen-LME,3,0.0069
Rajidae,Dipturus,lintea,22,27,species,139,fb,TL,gen-FAO,3.539000034,0.00048
Acipenseridae,Acipenser,sturio,22,27,species,139,fb,TL,spe-LME,2.853999972,0.01249
Gadidae,Trisopterus,esmarkii,23,27,species,104,fb,TL,spe-FAO,3,0.0068
Osmeridae,Osmerus,eperlanus,23,27,species,104,fb,TL,gen-LME,1.738999963,0.360100001
Salmonidae,Coregonus,lavaretus,23,27,species,104,fb,TL,spe-LME,3.117599964,0.00786
Gasterosteidae,Gasterosteus,aculeatus aculeatus,23,27,species,104,fb,TL,gen-FAO,3.049000025,0.0105
Agonidae,Agonus,cataphractus,23,27,species,104,fb,TL,spe-Ocean,2.740450025,0.015
Zoarcidae,NA,,23,27,family,104,fb,TL,fam-LME,3.265599988,0.006337727
Scophthalmidae,Lepidorhombus,whiffiagonis,23,27,species,104,fb,TL,spe-FAO,3.122024953,0.0047625
Labridae,NA,,23,27,family,104,fb,TL,fam-FAO,3.066111128,0.012321111
Gasterosteidae,Spinachia,spinachia,23,27,species,104,fb,TL,spe-FAO,3,0.0021
Gobiidae,NA,,23,27,family,104,fb,TL,fam-LME,2.749850035,0.05655
Pholidae,Pholis,gunnellus,23,27,species,104,fb,TL,spe-FAO,3.017999887,0.0043
Labridae,NA,,22,27,family,139,fb,TL,fam-LME,3.126300025,0.008633
Ammodytidae,Ammodytes,tobianus,23,27,species,104,fb,TL,spe-FAO,2.559999943,0.0098
Clupeidae,Alosa,,23,27,genus,104,fb,TL,gen-LME,3.27840004,0.003276
Ammodytidae,NA,,23,27,family,104,fb,TL,fam-FAO,2.559999943,0.0098
Zoarcidae,Zoarces,viviparus,23,27,species,104,fb,TL,fam-LME,3.265599988,0.006337727
Bothidae,NA,,23,27,family,104,fb,TL,fam-FAO,3.147666673,0.0080175
Ammodytidae,Ammodytes,marinus,23,27,species,104,fb,TL,spe-Ocean,3.439500093,0.001
Scophthalmidae,Zeugopterus,punctatus,23,27,species,104,fb,TL,spe-FAO,3.145999908,0.0139
Liparidae,Liparis,,23,27,genus,104,fb,TL,gen-Ocean,3,0.023703704
Mullidae,Mullus,surmuletus,23,27,species,104,fb,TL,spe-FAO,3.151030012,0.008826739
Ammodytidae,Ammodytes,,23,27,genus,104,fb,TL,gen-FAO,2.559999943,0.0098
Cottidae,Myoxocephalus,quadricornis,23,27,species,104,fb,TL,spe-LME,2.952199936,0.0229
Argentinidae,Argentina,,23,27,genus,104,fb,TL,gen-FAO,3.181599998,0.00376
Percidae,Sander,lucioperca,23,27,species,104,fb,TL,spe-LME,3.185300016,0.00603
Callionymidae,Callionymus,lyra,23,27,species,104,fb,TL,spe-FAO,2.496333361,0.045444445
Esocidae,Esox,lucius,23,27,species,104,fb,TL,spe-LME,2.979433298,0.007766667
Salmonidae,Coregonus,albula,23,27,species,104,fb,TL,spe-LME,3.333333413,0.0042
Anarhichadidae,Anarhichas,lupus,23,27,species,104,fb,TL,spe-FAO,3.159666697,0.0051
Lotidae,Ciliata,,23,27,genus,104,fb,TL,gen-FAO,3,0.0064
Gasterosteidae,Pungitius,pungitius,22,27,species,139,fb,TL,gen-LME,2.773999929,0.0125
Percidae,Perca,fluviatilis,23,27,species,104,fb,TL,spe-LME,2.799000025,0.034600001
Mullidae,Mullus,barbatus barbatus,23,27,species,104,fb,TL,spe-FAO,3.017749965,0.0087075
Petromyzontidae,Lampetra,fluviatilis,23,27,species,104,fb,TL,spe-LME,3.070500016,0.001513
Gasterosteidae,Pungitius,pungitius,23,27,species,104,fb,TL,gen-Ocean,2.773999929,0.0125
Ammodytidae,Hyperoplus,,23,27,genus,104,fb,TL,gen-Ocean,3,0.002357682
Syngnathidae,Nerophis,,23,27,genus,104,fb,TL,gen-LME,2.71600008,0.000194
Sternoptychidae,Argyropelecus,olfersii,22,27,species,139,fb,TL,spe-Ocean,3,0.018792868
Stichaeidae,Leptoclinus,maculatus,23,27,species,104,fb,TL,fam-LME,2.764733354,0.079140002
Triglidae,Chelidonichthys,lucerna,23,27,species,104,fb,TL,spe-FAO,2.990250021,0.01043375
Zoarcidae,Lycodes,vahlii,23,27,species,104,fb,TL,gen-LME,3.409749985,0.001766667
Belonidae,Belone,belone,23,27,species,104,fb,TL,spe-FAO,3.097333272,0.000983333
Triglidae,Chelidonichthys,cuculus,23,27,species,104,fb,TL,spe-FAO,3.109800005,0.00847
Gasterosteidae,NA,,23,27,family,104,fb,TL,fam-FAO,3.024500012,0.0063
Blenniidae,Lipophrys,pholis,23,27,species,104,fb,TL,spe-FAO,3,0.0093
Pleuronectidae,Glyptocephalus,cynoglossus,23,27,species,104,fb,TL,spe-FAO,3.235000014,0.00275
Atherinidae,Atherina,presbyter,23,27,species,104,fb,TL,spe-FAO,3.024999976,0.00665
Cottidae,NA,,23,27,family,104,fb,TL,fam-LME,2.937799978,0.029826667
Gobiidae,Neogobius,,23,27,genus,104,fb,TL,gen-LME,2.749850035,0.05655
Percidae,Gymnocephalus,cernua,23,27,species,104,fb,TL,spe-LME,2.970155673,0.012794318
Labridae,Acantholabrus,palloni,23,27,species,104,fb,TL,spe-Ocean,3.073999882,0.0108
Ammodytidae,Hyperoplus,immaculatus,23,27,species,104,fb,TL,spe-Ocean,3,0.002357682
Cottidae,Taurulus,bubalis,23,27,species,104,fb,TL,spe-FAO,3,0.0154
Cyprinidae,Rutilus,rutilus,23,27,species,104,fb,TL,spe-LME,2.775099993,0.037
Lotidae,Gaidropsarus,vulgaris,23,27,species,104,fb,TL,spe-FAO,3.180500031,0.006505
Cottidae,Triglops,,23,27,genus,104,fb,TL,gen-Ocean,3,0.008803328
Lotidae,Molva,molva,23,27,species,104,fb,TL,spe-FAO,3.436000109,0.001
Gadidae,Pollachius,pollachius,23,27,species,104,fb,TL,spe-FAO,3.108333349,0.005953333
Gobiidae,Gobiusculus,flavescens,23,27,species,104,fb,TL,fam-LME,2.749850035,0.05655
Labridae,Labrus,bergylta,23,27,species,104,fb,TL,spe-FAO,3,0.0145
Sternoptychidae,Argyropelecus,olfersii,23,27,species,104,fb,TL,spe-Ocean,3,0.018792868
Carangidae,Caranx,rhonchus,23,27,species,104,fb,TL,spe-FAO,2.425499916,0.077499999
Soleidae,Pegusa,lascaris,23,27,species,104,fb,TL,spe-Ocean,3.146666686,0.007333333
Cyprinidae,Abramis,brama,22,27,species,139,fb,TL,spe-LME,3.174999952,0.0064
Callionymidae,NA,,23,27,family,104,fb,TL,fam-FAO,2.57766668,0.032255333
Gobiidae,Neogobius,,22,27,genus,139,fb,TL,gen-Ocean,3.027094444,0.019411111
Zoarcidae,Lycodes,gracilis,23,27,species,104,fb,TL,gen-LME,3.409749985,0.001766667
Merlucciidae,Merluccius,merluccius,24,27,species,235,fb,TL,spe-LME,3.031333367,0.006278667
Sparidae,Sparus,aurata,24,27,species,235,fb,TL,spe-LME,3.037299991,0.064700001
Sparidae,Boops,boops,24,27,species,235,fb,TL,spe-FAO,2.982499997,0.009855
Mugilidae,Chelon,,24,27,genus,235,fb,TL,gen-FAO,3.072999954,0.009023334
Carangidae,Trachurus,mediterraneus,24,27,species,235,fb,TL,spe-FAO,2.683500051,0.0214
Labridae,Labrus,mixtus,24,27,species,235,fb,TL,spe-LME,3.318000078,0.0048
Gadidae,Micromesistius,poutassou,24,27,species,235,fb,TL,spe-LME,3.082000017,0.00375
Lophiidae,Lophius,budegassa,24,27,species,235,fb,TL,spe-FAO,2.915749967,0.0365025
Caproidae,Capros,aper,24,27,species,235,fb,TL,spe-FAO,2.819249928,0.0299175
Cepolidae,Cepola,macrophthalma,24,27,species,235,fb,TL,spe-FAO,2.088999987,0.01985
Argentinidae,Argentina,,24,27,genus,235,fb,TL,gen-LME,3.052999973,0.0053
Scophthalmidae,Lepidorhombus,whiffiagonis,24,27,species,235,fb,TL,spe-LME,3.272500038,0.00286
Scophthalmidae,Lepidorhombus,boscii,24,27,species,235,fb,TL,spe-FAO,3.002780056,0.01614
Gadidae,Gadiculus,argenteus,24,27,species,235,fb,TL,spe-FAO,3.321333329,0.004176667
Lotidae,Gaidropsarus,vulgaris,24,27,species,235,fb,TL,spe-LME,2.959000111,0.0108
Macrouridae,Malacocephalus,laevis,24,27,species,235,fb,TL,spe-FAO,2.971500039,0.341374991
Phycidae,Phycis,blennoides,24,27,species,235,fb,TL,spe-LME,3.388999939,0.0022
Gobiidae,Aphia,minuta,24,27,species,235,fb,TL,spe-FAO,3.526666661,0.00122425
Scombridae,Sarda,sarda,24,27,species,235,fb,TL,spe-LME,3.180000067,0.0051
Sparidae,Pagrus,pagrus,24,27,species,235,fb,TL,spe-FAO,2.931333303,0.021133333
Ammodytidae,Hyperoplus,immaculatus,24,27,species,235,fb,TL,spe-Ocean,3,0.002357682
Soleidae,Dicologlossa,cuneata,24,27,species,235,fb,TL,spe-LME,3.000999928,0.0066
Triglidae,Chelidonichthys,obscurus,24,27,species,235,fb,TL,spe-FAO,3.232666691,0.005095
Rajidae,Leucoraja,naevus,24,27,species,235,fb,TL,spe-LME,3.359500051,0.001625
Carapidae,Echiodon,drummondii,24,27,species,235,fb,TL,spe-Ocean,3,0.000592593
Bothidae,Arnoglossus,imperialis,24,27,species,235,fb,TL,spe-FAO,3.167999983,0.0052375
Torpedinidae,Torpedo,marmorata,24,27,species,235,fb,TL,spe-FAO,2.884000063,0.0317
Sciaenidae,Argyrosomus,regius,24,27,species,235,fb,TL,spe-LME,2.916000009,0.01518
Sparidae,Lithognathus,mormyrus,24,27,species,235,fb,TL,spe-LME,2.970000029,0.0154
Squalidae,Squalus,acanthias,24,27,species,235,fb,TL,spe-LME,3.371000051,0.00077
Soleidae,Bathysolea,profundicola,24,27,species,235,fb,TL,fam-LME,3.096666654,0.0068
Pentanchidae,Galeus,melastomus,24,27,species,235,fb,TL,spe-FAO,3.099000025,0.001992
Moridae,Lepidion,eques,24,27,species,235,fb,TL,spe-FAO,3.541000009,0.00095
Myctophidae,Notoscopelus,kroyeri,24,27,species,235,fb,TL,fam-FAO,2.980000019,0.0051
Carangidae,Trachurus,picturatus,24,27,species,235,fb,TL,spe-FAO,3.073750019,0.0064775
Clupeidae,Alosa,,24,27,genus,235,fb,TL,gen-LME,2.984058815,0.010155882
Syngnathidae,Hippocampus,hippocampus,24,27,species,235,fb,TL,spe-FAO,2.730000019,0.0064
Rajidae,Leucoraja,circularis,24,27,species,235,fb,TL,gen-LME,3.359500051,0.001625
Sparidae,Pagellus,erythrinus,24,27,species,235,fb,TL,spe-FAO,2.945833365,0.01525
Sebastidae,Helicolenus,dactylopterus,24,27,species,235,fb,TL,spe-LME,3.09100008,0.0104
Scorpaenidae,Scorpaena,loppei,24,27,species,235,fb,TL,spe-FAO,3.319000006,0.00945
Berycidae,Beryx,splendens,24,27,species,235,fb,TL,gen-Ocean,3,0.013939463
Chimaeridae,Chimaera,monstrosa,24,27,species,235,fb,TL,spe-FAO,3.270499945,0.00387
Gobiidae,Lesueurigobius,friesii,24,27,species,235,fb,TL,spe-FAO,3.515000105,0.00257
Lotidae,Molva,molva,24,27,species,235,fb,TL,spe-LME,3.193333308,0.002976667
Soleidae,Pegusa,lascaris,24,27,species,235,fb,TL,spe-Ocean,3.146666686,0.007333333
Balistidae,Balistes,capriscus,24,27,species,235,fb,TL,spe-LME,3.088999987,0.0124
Rajidae,Leucoraja,fullonica,24,27,species,235,fb,TL,gen-LME,3.359500051,0.001625
Rajidae,Raja,undulata,24,27,species,235,fb,TL,spe-LME,3.124000072,0.00415
Scophthalmidae,Phrynorhombus,norvegicus,24,27,species,235,fb,TL,spe-LME,2.904999971,0.016100001
Mugilidae,Chelon,labrosus,24,27,species,235,fb,TL,spe-FAO,3.072999954,0.009023334
Dasyatidae,Dasyatis,pastinaca,24,27,species,235,fb,TL,spe-Ocean,2.732139969,0.03208
Labridae,Symphodus,bailloni,24,27,species,235,fb,TL,spe-FAO,3.113499999,0.01275
Gadidae,Melanogrammus,aeglefinus,24,27,species,235,fb,TL,spe-LME,3.11500001,0.00618
Triakidae,Galeorhinus,galeus,24,27,species,235,fb,TL,spe-Ocean,2.949166616,0.010166667
Lotidae,Molva,macrophthalma,24,27,species,235,fb,TL,gen-LME,3.182249963,0.00271
Rajidae,Dipturus,,24,27,genus,235,fb,TL,gen-FAO,3.539000034,0.00048
Pleuronectidae,Hippoglossoides,platessoides,24,27,species,235,fb,TL,spe-LME,3.203999996,0.0044
Gadidae,Trisopterus,esmarkii,24,27,species,235,fb,TL,spe-LME,3,0.0066
Pleuronectidae,Glyptocephalus,cynoglossus,24,27,species,235,fb,TL,spe-LME,3.443000078,0.00138
Torpedinidae,Tetronarce,nobiliana,24,27,species,235,fb,TL,fam-FAO,2.871999979,0.0307175
Scophthalmidae,Scophthalmus,rhombus,24,27,species,235,fb,TL,spe-LME,3.022625059,0.0162875
Bothidae,Arnoglossus,thori,24,27,species,235,fb,TL,spe-FAO,3.085666736,0.0126
Sparidae,Pagellus,acarne,24,27,species,235,fb,TL,spe-LME,3.131000042,0.00856
Sciaenidae,Umbrina,canariensis,24,27,species,235,fb,TL,spe-FAO,3.210000038,0.0083
Argentinidae,Argentina,,25,27,genus,230,fb,TL,gen-LME,3.217333317,0.0032
Merlucciidae,Merluccius,merluccius,25,27,species,230,fb,TL,spe-LME,3.078666647,0.005517778
Callionymidae,Callionymus,,25,27,genus,230,fb,TL,gen-LME,2.535000006,0.038128333
Scyliorhinidae,Scyliorhinus,canicula,25,27,species,230,fb,TL,spe-LME,3.260166725,0.001361667
Lophiidae,Lophius,piscatorius,25,27,species,230,fb,TL,spe-LME,3.28399992,0.0063
Scombridae,Scomber,scombrus,25,27,species,230,fb,TL,spe-LME,3.167749941,0.0055
Scophthalmidae,Lepidorhombus,whiffiagonis,25,27,species,230,fb,TL,spe-LME,3.088033279,0.00526
Gadidae,Micromesistius,poutassou,25,27,species,230,fb,TL,spe-LME,3.357799959,0.002458
Soleidae,Bathysolea,profundicola,25,27,species,230,fb,TL,fam-LME,3.100833344,0.009511673
Congridae,Conger,conger,25,27,species,230,fb,TL,spe-LME,3.205000003,0.000511667
Gadidae,Gadiculus,argenteus,25,27,species,230,fb,TL,spe-LME,3.321333329,0.004176667
Pentanchidae,Galeus,melastomus,25,27,species,230,fb,TL,spe-LME,3.099000025,0.001992
Scophthalmidae,Lepidorhombus,boscii,25,27,species,230,fb,TL,spe-LME,3.002780056,0.01614
Macrouridae,Malacocephalus,laevis,25,27,species,230,fb,TL,spe-LME,2.971500039,0.341374991
Soleidae,Microchirus,variegatus,25,27,species,230,fb,TL,spe-LME,3.127999961,0.0099675
Phycidae,Phycis,blennoides,25,27,species,230,fb,TL,spe-LME,3.193666657,0.005595
Carangidae,Trachurus,trachurus,25,27,species,230,fb,TL,spe-LME,2.833166679,0.014336667
Gadidae,Trisopterus,luscus,25,27,species,230,fb,TL,spe-LME,3.243750036,0.0076075
Triglidae,Trigla,lyra,25,27,species,230,fb,TL,spe-LME,3.06400001,0.01102
Sebastidae,Helicolenus,dactylopterus,25,27,species,230,fb,TL,spe-LME,3.13075,0.0110975
Caproidae,Capros,aper,25,27,species,230,fb,TL,spe-LME,2.819249928,0.0299175
Lophiidae,Lophius,budegassa,25,27,species,230,fb,TL,spe-LME,2.915749967,0.0365025
Lotidae,Molva,molva,25,27,species,230,fb,TL,spe-FAO,3.436000109,0.001
Triglidae,Chelidonichthys,cuculus,25,27,species,230,fb,TL,spe-LME,2.97966671,0.011533334
Clupeidae,Sardina,pilchardus,25,27,species,230,fb,TL,spe-LME,3.116783381,0.007501667
Triglidae,Eutrigla,gurnardus,25,27,species,230,fb,TL,spe-LME,3.49000001,0.0029
Bothidae,Arnoglossus,laterna,25,27,species,230,fb,TL,spe-LME,3.225749969,0.005265
Zeidae,Zeus,faber,25,27,species,230,fb,TL,spe-LME,2.917000055,0.01715
Centriscidae,Macroramphosus,scolopax,24,27,species,235,fb,TL,spe-FAO,3.193500042,0.0036
Belonidae,Belone,belone,24,27,species,235,fb,TL,spe-LME,3.441999912,0.0002
Serranidae,Serranus,hepatus,24,27,species,235,fb,TL,spe-FAO,3.059249997,0.0165625
Scorpaenidae,Scorpaena,scrofa,24,27,species,235,fb,TL,spe-FAO,3.124000072,0.0121
Macrouridae,Coryphaenoides,rupestris,24,27,species,235,fb,TL,gen-Ocean,2.486699939,0.019685
Myctophidae,Lampanyctus,crocodilus,24,27,species,235,fb,TL,spe-FAO,2.980000019,0.0051
Sparidae,Pagellus,,24,27,genus,235,fb,TL,gen-LME,3.172500014,0.00809
Balistidae,Balistes,capriscus,25,27,species,230,fb,TL,spe-LME,2.71266667,0.088433333
Sparidae,Boops,boops,25,27,species,230,fb,TL,spe-LME,2.982499997,0.009855
Mugilidae,Chelon,,25,27,genus,230,fb,TL,gen-LME,3.072999954,0.009023334
Triglidae,Chelidonichthys,lucerna,25,27,species,230,fb,TL,spe-LME,2.898600054,0.01292
Callionymidae,Callionymus,lyra,25,27,species,230,fb,TL,spe-LME,2.405666709,0.062266667
Trachinidae,Trachinus,draco,25,27,species,230,fb,TL,spe-LME,3.183333357,0.00605
Engraulidae,Engraulis,encrasicolus,25,27,species,230,fb,TL,spe-LME,3.196794131,0.004032647
Soleidae,Dicologlossa,cuneata,25,27,species,230,fb,TL,spe-LME,3.041833321,0.007268367
Macrouridae,Macrourus,berglax,25,27,species,230,fb,TL,spe-FAO,2.938499928,0.01223
Xiphiidae,Xiphias,gladius,25,27,species,230,fb,TL,spe-Ocean,3.640000105,0.00049
Labridae,Acantholabrus,palloni,25,27,species,230,fb,TL,spe-LME,3.073999882,0.0108
Soleidae,Solea,solea,25,27,species,230,fb,TL,spe-LME,3.085999966,0.007455
Serranidae,Serranus,cabrilla,24,27,species,235,fb,TL,spe-FAO,2.819685698,0.025342857
Labridae,Labrus,bergylta,24,27,species,235,fb,TL,spe-LME,3.057500005,0.0132
Sparidae,Pagellus,bogaraveo,24,27,species,235,fb,TL,spe-LME,3.186333338,0.007933333
Labridae,Acantholabrus,palloni,24,27,species,235,fb,TL,spe-Ocean,3.073999882,0.0108
Etmopteridae,Etmopterus,spinax,24,27,species,235,fb,TL,spe-FAO,3.13499999,0.002823333
Moronidae,Dicentrarchus,punctatus,24,27,species,235,fb,TL,spe-FAO,3.440000057,0.00176
Ammodytidae,Gymnammodytes,semisquamatus,24,27,species,235,fb,TL,gen-Ocean,3.306999922,0.0012
Centrophoridae,Deania,calcea,24,27,species,235,fb,TL,gen-Ocean,3.102499962,0.003395
Lotidae,Gaidropsarus,macrophthalmus,24,27,species,235,fb,TL,spe-FAO,2.950000048,0.00634
Myliobatidae,Myliobatis,aquila,24,27,species,235,fb,TL,spe-Ocean,3.169999957,0.01035
Soleidae,Solea,senegalensis,24,27,species,235,fb,TL,spe-FAO,3.078333378,0.007743333
Centrophoridae,Deania,calcea,25,27,species,230,fb,TL,gen-Ocean,3.102499962,0.003395
Sternoptychidae,Argyropelecus,olfersii,25,27,species,230,fb,TL,spe-Ocean,3,0.018792868
Etmopteridae,Etmopterus,spinax,25,27,species,230,fb,TL,spe-LME,3.13499999,0.002823333
Lotidae,Gaidropsarus,biscayensis,25,27,species,230,fb,TL,gen-LME,3.175999999,0.004275
Myctophidae,Notoscopelus,kroyeri,25,27,species,230,fb,TL,fam-LME,2.980000019,0.0051
Alepocephalidae,Xenodermichthys,copei,25,27,species,230,fb,TL,spe-Ocean,3,0.00587228
Hexanchidae,Hexanchus,griseus,24,27,species,235,fb,TL,spe-Ocean,3,0.01349584
Lotidae,Molva,macrophthalma,25,27,species,230,fb,TL,gen-FAO,3.436000109,0.001
Sternoptychidae,Argyropelecus,hemigymnus,25,27,species,230,fb,TL,gen-Ocean,3,0.016942618
Sternoptychidae,Argyropelecus,olfersii,24,27,species,235,fb,TL,spe-Ocean,3,0.018792868
Berycidae,Beryx,decadactylus,24,27,species,235,fb,TL,spe-Ocean,3,0.013939463
Moridae,Mora,moro,24,27,species,235,fb,TL,spe-FAO,3.369999886,0.0024
Alepocephalidae,Xenodermichthys,copei,24,27,species,235,fb,TL,spe-Ocean,3,0.00587228
Phosichthyidae,Polymetme,corythaeola,24,27,species,235,fb,TL,spe-FAO,3.115999937,0.00337
Lotidae,Gaidropsarus,biscayensis,24,27,species,235,fb,TL,gen-LME,2.959000111,0.0108
Macrouridae,Macrourus,berglax,24,27,species,235,fb,TL,spe-FAO,2.938499928,0.01223
Macrouridae,Hymenocephalus,italicus,24,27,species,235,fb,TL,fam-FAO,3.051750004,0.104886247
Synaphobranchidae,Synaphobranchus,kaupii,24,27,species,235,fb,TL,spe-Ocean,3.17750001,0.000705
Rajidae,Rajella,bathyphila,24,27,species,235,fb,TL,gen-Ocean,3,0.004868698
Sternoptychidae,Maurolicus,muelleri,24,27,species,235,fb,TL,spe-Ocean,3.960999966,0.00164
Lotidae,Gaidropsarus,mediterraneus,24,27,species,235,fb,TL,spe-Ocean,2.998600006,0.006202
Trichiuridae,Lepidopus,caudatus,24,27,species,235,fb,TL,spe-FAO,3.200000048,0.000296667
Myctophidae,NA,,24,27,family,235,fb,TL,fam-FAO,2.980000019,0.0051
Sparidae,Diplodus,sargus,24,27,species,235,fb,TL,gen-FAO,3.102584102,0.013784773
Scyliorhinidae,Scyliorhinus,stellaris,24,27,species,235,fb,TL,gen-LME,2.904000044,0.00336
Scophthalmidae,Zeugopterus,punctatus,24,27,species,235,fb,TL,spe-LME,3.145999908,0.0139
Labridae,Centrolabrus,exoletus,24,27,species,235,fb,TL,spe-LME,3.230000019,0.004885
Gadidae,Raniceps,raninus,24,27,species,235,fb,TL,spe-LME,3.26699996,0.0062
Gadidae,Trisopterus,minutus,25,27,species,230,fb,TL,spe-LME,3.072999954,0.007166667
Myctophidae,NA,,25,27,family,230,fb,TL,fam-LME,2.980000019,0.0051
Lamnidae,Lamna,nasus,24,27,species,235,fb,TL,spe-LME,2.594500065,0.080499999
Rajidae,Dipturus,oxyrinchus,24,27,species,235,fb,TL,spe-FAO,3.539000034,0.00048
Dalatiidae,Dalatias,licha,24,27,species,235,fb,TL,fam-Ocean,3.24000001,0.00181
Polyprionidae,Polyprion,americanus,24,27,species,235,fb,TL,spe-LME,2.687999964,0.00667
Scorpaenidae,Scorpaena,porcus,24,27,species,235,fb,TL,spe-LME,3,0.0176
Gobiidae,Lesueurigobius,friesii,25,27,species,230,fb,TL,spe-LME,3.515000105,0.00257
Squalidae,Squalus,acanthias,25,27,species,230,fb,TL,spe-Ocean,3.038250017,0.005344
Cepolidae,Cepola,macrophthalma,25,27,species,230,fb,TL,spe-LME,2.088999987,0.01985
Labridae,Labrus,mixtus,25,27,species,230,fb,TL,spe-LME,3.256999969,0.005
Rajidae,Raja,clavata,25,27,species,230,fb,TL,spe-LME,3.265250027,0.0020875
Ophidiidae,Ophidion,barbatum,25,27,species,230,fb,TL,spe-Ocean,2.632000089,0.039450001
Carapidae,Echiodon,drummondii,25,27,species,230,fb,TL,spe-Ocean,3,0.000592593
Myctophidae,Diaphus,,25,27,genus,230,fb,TL,gen-Ocean,2.944799995,0.01337
Sternoptychidae,Maurolicus,muelleri,25,27,species,230,fb,TL,spe-Ocean,3.960999966,0.00164
Syngnathidae,Nerophis,lumbriciformis,24,27,species,235,fb,TL,spe-LME,3,0.00042
